id,dataset,split,question,context,accepted_answers,model_answer,auto_correctness_label,manual_correctness_label,raw_generation_confidence,tcl_v0_probe_confidence,tcl_v0_conservative_confidence,tcl_v0_calibrated_confidence,hidden_state_method,run_id,review_reason,review_notes,changes_aggregate_interpretation
triviaqa-rc.nocontext-validation-11,triviaqa_rc_nocontext_validation_1000,test,In what year's Olympics were electric timing devices and a public-address system used for the first time?,,"In 1912, in Stockholm | in 1912 in stockholm",1932 Los Angeles Olympics,0,0,0.9650688433931015,0.8341406822139079,0.8341406822139079,0.6026069308300962,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-114,triviaqa_rc_nocontext_validation_1000,test,For which movie did Katharine Hepburn win her second Oscar?,,Guess Who's Coming To Dinner | Guess Who's Coming to Dinner%3F | Guess whose coming to dinner | guess who s coming to dinner | guess who s coming to dinner 3f,The Philadelphia Story,0,0,0.6549934890544356,0.9804122661169036,0.6549934890544356,0.7234244281247361,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-156,triviaqa_rc_nocontext_validation_1000,test,Which rock star did Cindy Crawford name her first son after?,,Presley | Pressley | Pressly,David Bowie,0,0,0.7860344691887042,0.9879526964871139,0.7860344691887042,0.7462387906050584,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-234,triviaqa_rc_nocontext_validation_1000,test,What is the fastest animal on two legs?,,An Ostrich | Ostrich farms | Ostrich Egg | Ostriches | Struthio camelus | Ostrage | Common Ostrich | Ostrich farming | Masai Ostrich | Ostritch | Osterich | Ostrish | Struthious | Osterish | Ostrich | Ostrich farm | Ostridge | Ostrich Racing | Ostrich race | Ostrich meat | Ostrich farmer,Cheetah,0,0,0.9945545588687674,0.9178231137119085,0.9178231137119085,0.6469455319781091,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-25,triviaqa_rc_nocontext_validation_1000,test,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,,Mutiny On The Bounty | HMS Bounty mutineers | Mutiny on Bounty | Mutiny on the Bounty (history) | Bounty (vessel) | Thomas Ledward | mutiny on bounty history | bounty vessel,Robinson Crusoe,0,0,0.8080145875919047,0.9584862017232045,0.8080145875919047,0.6852351182137276,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-257,triviaqa_rc_nocontext_validation_1000,test,Five-legged creatures have damaged which 1250 mile long wonder of the world?,,Great Barrier Reef | Great Barrier Reef World Heritage Area | The Great Barrier Reef | Douglas Shoal | Great Detached Reef | Great barrier reef history,The Great Wall of China,0,,0.9637878541154288,0.7817627876832065,0.7817627876832065,0.5831794717423432,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,needs semantic review; best alias overlap=0.286 (Great Barrier Reef),
triviaqa-rc.nocontext-validation-44,triviaqa_rc_nocontext_validation_1000,test,Which musician founded the Red Hot Peppers?,,Jelly Roll Morton | Ferdinand Joseph La Menthe | Louise Monette | Ferdinand Morton | Ferdinand %22Jelly Roll%22 Morton | F.P. Lamothe | Ferdinand Lamothe | Jellyroll Morton | Ferdinand Joseph Morton | Joseph Ferdinand Morton | Ferdinand Joseph Lamothe | Jelly-Roll Morton | f p lamothe | ferdinand 22jelly roll 22 morton,Jimi Hendrix,0,0,0.8751002871863711,0.8994679008890091,0.8751002871863711,0.6348348006178771,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-566,triviaqa_rc_nocontext_validation_1000,test,"In 1969, a man was stabbed to death by a member of the Hell's Angels at a Rolling Stones concert. Where was the concert held?",,Altamont | Altamont (disambiguation) | altamont disambiguation,"Hyde Park, London",0,0,0.7910494100696571,0.9951840983597747,0.7910494100696571,0.7854860773505705,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-57,triviaqa_rc_nocontext_validation_1000,test,River Phoenix died during the making of which movie?,,Dark Blood | Dark Blood (film) | dark blood film,My Bodyguard,0,0,0.6134225103614701,0.9934552522410315,0.6134225103614701,0.7728964863090955,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-6,triviaqa_rc_nocontext_validation_1000,test,What was the last US state to reintroduce alcohol after prohibition?,,"Utah | Utah (State) | Forty-Fifth State | Sports in Utah | Climate of Utah | Education in Utah | UT (state) | Utahn | Yutas | Geography of Utah | Utah, United States | Utah state nickname | History of mining in Utah | State of Utah | Religion in Utah | Utah (U.S. state) | Transportation in Utah | Beehive State | US-UT | Utahan | Politics of Utah | Salt Lake Seagulls | 45th State | History of Utah (to 1847) | The Beehive State | Youtah | Transport in Utah | utah united states | us ut | utah state | forty fifth state | ut state | history of utah to 1847 | utah u s state",Wyoming in 1923,0,,0.8586373608072836,0.9262978488842953,0.8586373608072836,0.6533152832822265,answer_mean,freegpu-triviaqa1000-microsoft_Phi-3.5-mini-instruct-answermean,high_confidence_wrong,needs semantic review; best alias overlap=0.333 (Sports in Utah),
