hidden_state_method,hidden_state_layer,signal,n_train,n_validation,n_test,positive_rate_test,test_has_two_classes,weighted,feature_count,p_greater_than_n_train,accuracy_at_0_5,ece,mce,brier,wrong_conf_ge_0_8,wrong_conf_ge_0_9,auc
answer_mean,-1,raw_generation_confidence,650,150,200,0.695,True,True,896,True,0.7,0.15446396260617196,0.5384601989454894,0.20786689246268988,31,11,0.7290954121948343
answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.695,True,True,896,True,0.7,0.08358612903155034,0.22785264837026464,0.2002299688170005,0,0,0.7290954121948343
answer_mean,-1,raw_platt_confidence,650,150,200,0.695,True,True,896,True,0.69,0.16185665044470215,0.29036439277631243,0.21037858464976186,0,0,0.7290954121948343
answer_mean,-1,raw_isotonic_confidence,650,150,200,0.695,True,True,896,True,0.7,0.14476995984962526,0.40870488322717624,0.2094278313009692,1,1,0.7292723198490388
answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.695,True,True,896,True,0.69,0.16185665044470215,0.29036439277631243,0.21037858464976186,0,0,0.7290954121948343
answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.695,True,True,896,True,0.7,0.1435002494321044,0.40870488322717624,0.2093521585701792,1,1,0.7291543814129025
answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.695,True,True,896,True,0.735,0.21663658586537693,0.6498929064225074,0.22343796886791145,23,22,0.7220191060266541
answer_mean,-1,hidden_conservative_confidence,650,150,200,0.695,True,True,896,True,0.735,0.14756984037920265,0.6498929064225074,0.1938880851032266,11,2,0.7951409364311829
answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.695,True,True,896,True,0.755,0.17582504490025475,0.48985828890162086,0.2016741577747995,19,14,0.7594055902818728
answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.695,True,True,896,True,0.755,0.12964152982193272,0.48985828890162086,0.18043119876007338,11,1,0.8209694539450407
answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.695,True,True,896,True,0.745,0.21043411879575896,0.6409342068774315,0.22367655878701342,24,22,0.7246137516216535
