id,dataset,split,question,context,accepted_answers,model_answer,auto_correctness_label,manual_correctness_label,raw_generation_confidence,tcl_v0_probe_confidence,tcl_v0_conservative_confidence,tcl_v0_calibrated_confidence,hidden_state_method,run_id,review_reason,review_notes,changes_aggregate_interpretation
triviaqa-rc.nocontext-validation-252,triviaqa_rc_nocontext_validation_1000,test,"When the egg is released from the ovary, what is left behind?",,Corpus luteum | Corpora lutea | Lutein cyst | Corpus luetum | Yellow body | Corpus albicantia | Corpora luteum | Corpus luteum hormones | Corpus leteum | Granulosa lutein cell | Corpus lutea | Corpora albicantia | Theca lutein cell | Luteal cells | Corpus luteum graviditatis | Luteal cell | Luteal | Corpus luteum cell | Yellow bodies,"The shell.

The shell is the outer covering of the",0,0,0.7613273538853985,0.9995784402874468,0.7613273538853985,0.8478766151854118,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-270,triviaqa_rc_nocontext_validation_1000,test,What is the second lightest chemical element?,,Helium | Solid Helium | Superfluid helium | Two fluid model for helium | Helium II | Balloon grade helium | Helium gas | He (element) | Inhaling Helium | E939 | Element 2 | Atomic number 2 | ATCvet code QV03AN03 | ATC code V03AN03 | Helium shortage | he element,"Hydrogen.

Hydrogen is the second lightest chemical element and is",0,1,0.8528191914643718,0.6309820740102915,0.6309820740102915,0.645168157817545,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted contained alias match: He (element),yes
triviaqa-rc.nocontext-validation-281,triviaqa_rc_nocontext_validation_1000,test,What is the most popular natural attraction in Alaska?,,Mount McKinley | Denali North Peak | Mount McKinley North Peak | Mt McKinley (Denali) | Churchill peaks | Mount McKinley South Buttress | Highest mountain in North America | Большая Гора | Mt. Denali | Mt McKinley | Mount McKinely | Mount McKinley East Buttress | Mt. McKinley | Mount Denali | Denali East Buttress | Mount McKinley (Alaska) | Denali | Denali South Buttress | mount mckinley alaska | mt denali | mt mckinley denali,"The most popular natural attraction in Alaska is the Arctic Circle,",0,,0.8469728295790263,0.8324848567584152,0.8324848567584152,0.6820178766663066,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,needs semantic review; best alias overlap=0.167 (mount mckinley alaska),
triviaqa-rc.nocontext-validation-464,triviaqa_rc_nocontext_validation_1000,test,Red Stripe lager comes from which country?,,"Jamaica | Jamica | Jamrock | Lambsriver, Westmoreland, Jamaica | America/Jamaica | Castleton Botanical Gardens, Jamaica | Jamaica, the Nation | Name of Jamaica | Xaymaca | Jamiaca | Jameca | Xamayca | Jamaca | Jamaica (the country) | Indigenous peoples of Jamaica | Jamacian | ISO 3166-1:JM | Castleton Botanical Garden | america jamaica | iso 3166 1 jm | jamaica nation | jamaica country | castleton botanical gardens jamaica | lambsriver westmoreland jamaica","Ireland.

Red Stripe lager is a type of beer brewed",0,,0.9173972158335799,0.999957460865978,0.9173972158335799,0.8882728479349477,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,needs semantic review; best alias overlap=0.167 (Name of Jamaica),
triviaqa-rc.nocontext-validation-473,triviaqa_rc_nocontext_validation_1000,test,What was the name of the kangaroo often mistaken by Sylvester the cat to be a giant mouse?,,Hippety Hopper | Hippity Hopper | Giant Mouse,"The answer is ""Wallaby"".

The Wallaby is",0,0,0.7852878724056834,0.9222222602373918,0.7852878724056834,0.7104771748249543,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-521,triviaqa_rc_nocontext_validation_1000,test,Who played the tenth Doctor?,,David Tennant | David Tennent | THEDavidTennant | Not Stalking David Tennant | David tenant,Matt Smith played the tenth Doctor in the BBC series Doctor Who,0,0,0.7994578942690038,0.9991041159169082,0.7994578942690038,0.8321927681859862,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-566,triviaqa_rc_nocontext_validation_1000,test,"In 1969, a man was stabbed to death by a member of the Hell's Angels at a Rolling Stones concert. Where was the concert held?",,Altamont | Altamont (disambiguation) | altamont disambiguation,"The answer is the Woodstock Music Festival, held in New York",0,0,0.6696050446186821,0.9980963127826773,0.6696050446186821,0.8152344355511324,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
triviaqa-rc.nocontext-validation-6,triviaqa_rc_nocontext_validation_1000,test,What was the last US state to reintroduce alcohol after prohibition?,,"Utah | Utah (State) | Forty-Fifth State | Sports in Utah | Climate of Utah | Education in Utah | UT (state) | Utahn | Yutas | Geography of Utah | Utah, United States | Utah state nickname | History of mining in Utah | State of Utah | Religion in Utah | Utah (U.S. state) | Transportation in Utah | Beehive State | US-UT | Utahan | Politics of Utah | Salt Lake Seagulls | 45th State | History of Utah (to 1847) | The Beehive State | Youtah | Transport in Utah | utah united states | us ut | utah state | forty fifth state | ut state | history of utah to 1847 | utah u s state","Hawaii.

Hawaii was the last US state to reintroduce",0,,0.8603826134236082,0.8397904160782479,0.8397904160782479,0.6838058744391005,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,needs semantic review; best alias overlap=0.200 (Beehive State),
triviaqa-rc.nocontext-validation-616,triviaqa_rc_nocontext_validation_1000,test,Which statesman was known as the Iron Chancellor?,,"Otto Van Bismark | Count von Bismarck-Schoenausen | Iron Chancellor (disambiguation) | Otto Von Bismarck | Prince Otto Eduard Leopold von Bismarck | Otto von Bismark | Accident Insurance Bill of 1884 | Otto vanBismark | Otto Eduard Leopold, Furst von Bismarck | Otto von Blotto | Bismarckian | Otto Fürst von Bismarck | Otto van Bismarck | Otto Eduard Leopold Bismarck | Otto Fuerst von Bismarck | Otto Eduard Leopold von Bismarck | Economy of Germany under Bismarck | Otto Eduard Leopold von Bismarck, Count of Bismarck-Schönhausen, Duke of Lauenburg, Prince of Bismarck | Otto Eduard Leopold, Fuerst von Bismarck | Count Otto von Bismarck | Health Insurance Bill of 1883 | Iron Chancellor | Otto Furst von Bismarck | Otto Bismarck | Prince Bismarck | Kaizer Bismark | Otto Eduard Leopold Von, Prince Bismarck | Kaiser Bismark | Otto of Bismarck | Old Age and Disability Insurance Bill of 1889 | Otto Eduard Leopold von Bismarck, Prince Bismarck | Von Bismarck | Prince Otto Edward Leopold von Bismarck | Otto Eduard Leopold, Fürst von Bismarck | The Iron Chancellor | Von bismark | otto eduard leopold von bismarck count of bismarck schönhausen duke of lauenburg prince of bismarck | count von bismarck schoenausen | otto eduard leopold fuerst von bismarck | otto eduard leopold von prince bismarck | otto eduard leopold furst von bismarck | otto eduard leopold fürst von bismarck | otto eduard leopold von bismarck prince bismarck | iron chancellor disambiguation","Karl Marx.

The Iron Chancellor was a German statesman and",0,1,0.6854504713107585,0.8519628125999827,0.6854504713107585,0.6869246559819864,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted contained alias match: Iron Chancellor (disambiguation),yes
triviaqa-rc.nocontext-validation-65,triviaqa_rc_nocontext_validation_1000,test,In which country is the Sky Train Rail bridge?,,Canada | Canadá | The Dominion of Canada | Commonwealth of Canada | Dominion of canada | ISO 3166-1:CA | Etymology of Canada | Canadiophile | Canada's | ᑲᓇᑕ | Canada/References | America's top hat | Canada. | Cnada | Čanada | Canadian Federation | Kenadian | Canadialand | Xanada | Canadaa | canada s | america s top hat | iso 3166 1 ca | canada references,"Tokyo, Japan.

The Sky Train Rail Bridge is a",0,0,0.861100232278389,0.9997254910558502,0.861100232278389,0.8562499429953004,answer_mean,freegpu-triviaqa1000-_kaggle_input_models_google_gemma_transformers_2b-it_3-answermean,high_confidence_wrong,assistant-assisted no lexical overlap with accepted aliases,no
