hidden_state_method,hidden_state_layer,signal,n_train,n_validation,n_test,positive_rate_test,test_has_two_classes,weighted,feature_count,p_greater_than_n_train,accuracy_at_0_5,ece,mce,brier,wrong_conf_ge_0_8,wrong_conf_ge_0_9,auc
answer_mean,-1,raw_generation_confidence,650,150,200,0.54,True,True,3072,True,0.565,0.31685652318784696,0.5677124346719619,0.2891792605167781,44,17,0.8514492753623188
answer_mean,-1,raw_temperature_scaled_confidence,650,150,200,0.54,True,True,3072,True,0.565,0.17592118109820712,0.47531783190307236,0.2118373368871139,0,0,0.8514492753623188
answer_mean,-1,raw_platt_confidence,650,150,200,0.54,True,True,3072,True,0.755,0.11158697280549462,0.19761598966843263,0.17049778667642404,0,0,0.8514492753623188
answer_mean,-1,raw_isotonic_confidence,650,150,200,0.54,True,True,3072,True,0.74,0.06381127819548872,0.33333333333333337,0.17676919204025102,2,2,0.8041968599033816
answer_mean,-1,raw_platt_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.755,0.11158697280549462,0.19761598966843263,0.17049778667642404,0,0,0.8514492753623188
answer_mean,-1,raw_isotonic_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.74,0.06351568612480278,0.33333333333333337,0.1766546752344967,2,2,0.8073168276972624
answer_mean,-1,hidden_only_probe_confidence,650,150,200,0.54,True,True,3072,True,0.73,0.2073197726957432,0.6954724037753548,0.2206376577423729,17,13,0.8065619967793881
answer_mean,-1,hidden_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.73,0.15765352055025436,0.6954724037753548,0.2011656173710933,11,3,0.8306159420289855
answer_mean,-1,raw_plus_hidden_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.1956753035632517,0.31913499982928595,0.2141102196212037,17,13,0.8135064412238325
answer_mean,-1,raw_plus_hidden_conservative_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.15596175339778626,0.31913499982928595,0.19742890702690777,12,3,0.8340378421900161
answer_mean,-1,probe_score_plus_raw_confidence,650,150,200,0.54,True,True,3072,True,0.745,0.15429702410545076,0.2690313751485556,0.2005333188268978,15,9,0.8198470209339774
